1,Alberg,29,1981,29.25,9,4.5,9000,21500.00,2,1,mono,,,,
2,Alberg,29,1982,29.25,9,4.5,9000,19500.00,2,1,mono,,,,
3,Alberg,29,1986,29.25,9,4.5,9000,225000.00,2,1,mono,fractional sloop,Volvo,diesel,
4,Amel,50,2017,50.9,15.75,7,41000,890000.00,3,2,mono,,,,
5,Antares,44e,2015,44.3,22,4,26000,995000.00,3,2,catamaran,fractional sloop,Volvo,diesel,40HP
6,Arcona,400,2010,39.3,12.5,7.87,15432,400000.00,2,1,mono,fractional sloop,Yanmar,diesel,
7,Arcona,410,2016,40,12.8,7.22,17196,570000.00,2,1,mono,,,,
8,Arcona,465,2017,46,13.99,8,21054,297160.00,3,2,mono,fractional sloop,Yanmar,diesel,
9,Arcona,430,2008,43.14,13,7.48,20282,625000.00,3,2,mono,fractional sloop,Yanmar,diesel,
10,Arcona,435,2018,43.25,13,7.52,19621,530200.00,4,2,mono,fractional sloop,Saildrive,diesel,39HP
11,Arcona,465 Carbon,2016,26.25,13.9,8.2,21054,85000.00,1,1,mono,fractional sloop,,,
12,Balboa,26,1972,25.4,8,5,3600,6000.00,1,1,mono,masthead sloop,n/a,,
13,Balboa,26,1974,25.4,8,5,3600,2900.00,1,1,mono,masthead sloop,n/a,,
14,Balboa,26,1974,25.4,8,5,3600,412000.00,1,1,mono,,,,
15,Bali,4.5,2017,45,24.3,4,32800,624000.00,3,3,catamaran,fractional sloop,,,
16,Bali,4.5,2015,45,24.3,4,32800,575000.00,3,3,catamaran,fractional sloop,,,
17,Bali ,4.3,2015,43,23.3,4,24912,499000.00,3,3,catamaran,fractional sloop,,,
18,Baltic,67,2017,67.5,17.9,12.9,52690,175000.00,3,1,mono,,,,
19,Baltic,44,1986,44,13.55,8.5,22000,209000.00,3,1,mono,masthead sloop,Lombardini,diesel,
20,Baltic,48 DP,1987,48,14.3,8.7,26676,155000.00,3,1,mono,masthead sloop,Nanni,diesel,
21,Baltic,43,1986,43.34,13.78,8,19750,140000.00,0,0,mono,,,,
22,Bavaria,Cruiser 56,2015,56,15.6,7.7,40997,355000.00,3,3,mono,fractional sloop,,,
23,Bavaria,Cruiser 55,2009,55,15.6,7.7,40000,353000.00,3,3,mono,,,,
24,Bavaria,Vision 50,2007,52,14.76,7.7,35000,210000.00,3,2,mono,fractional sloop,,,
25,Bavaria,Cruiser 42,2004,42.62,13,5.92,20282,137000.00,3,2,mono,masthead sloop,,,
26,Bavaria,44,1995,45.7,13.9,66.4,21164,115000.00,3,2,mono,fractional sloop,Volvo Penta,diesel,55HP
27,Beneteau,323,2008,32.75,10.65,4.5,9325,68000.00,2,1,mono,masthead sloop,,,
28,Beneteau,343,2005,35.4,11.25,6.1,17416,55000.00,2,1,mono,masthead sloop,,,
29,Beneteau,361,2002,36.42,12.5,5,13349,88000.00,2,1,mono,masthead sloop,Yanmar,diesel,27HP
30,Beneteau,373,2005,37,12.25,4.8,14550,64500.00,3,2,mono,masthead sloop,,,
31,Beneteau,311,2003,32.1,10.45,4.5,8047,40900.00,1,1,mono,masthead sloop,,,
32,Beneteau,393,2002,38,13,5,17152,64500.00,3,2,mono,masthead sloop,,,
33,Beneteau,Oceanis 55,2016,55,15,6,36807,616000.00,3,2,mono,fractional sloop,,,
34,Beneteau,Oceanis 48,2012,48,15.5,6.2,29313,298000.00,3,2,mono,fractional sloop,,,
35,Beneteau,Sense 55,2015,55,16,8,40917,525000.00,4,3,mono,fractional sloop,,,
36,Beneteau,Sense 50,2012,50,15.75,7,33719,356000.00,4,3,mono,fractional sloop,,,
37,Beneteau,First 50,2009,49,14.3,7.87,30379,353000.00,3,2,mono,fractional sloop,,,
38,Beneteau,Figaro 3,2017,35.55,11,8,6393,450000.00,0,0,mono,,,,
39,Beneteau,Evasion 32,1979,31.82,9.84,4.5,12676,24000.00,1,1,mono,masthead ketch,Perkins,diesel,
40,Beneteau,Oceanis 381,1998,38.58,12.92,5.3,14991,70500.00,3,2,mono,masthead sloop,Volvo Penta,diesel,
41,Beneteau,First 51S,1987,51.28,14.92,9.18,28660,82000.00,3,2,mono,masthead sloop,Perkins,diesel,
42,Beneteau,Oceanis 51.1,2018,51.1,16.25,7.55,37258,555000.00,4,2,mono,masthead sloop,Auxilliary,,80HP,outboard,
43,Beneteau,Oceanis 393,2001,39.33,13,5,17152,88500.00,3,2,mono,masthead sloop,Yanmar,diesel,
