120,Hanse,575,2014,56.27,17,9.35,42990,525000.00,3,2,mono,fractional sloop,,,
121,Hanse,540e,2008,52.76,16.1,9.18,41226,346000.00,3,3,mono,fractional sloop,,,
122,Hanse,540e,2007,52.76,16.1,9.18,41226,300000.00,4,3,mono,fractional sloop,,,
123,Hanse,371,2004,37,11.6,5.25,13117,70000.00,2,1,mono,fractional sloop,,,
124,Hanse,470e,2007,47,14.46,8.5,26896,197500.00,3,2,mono,,,,
125,Hinckley,Sou'wester 53,2018,524,143,83,29700,3,800000.00,3,3,mono,,,,
126,Hudson Marine,HH55,2017,54.5,27.25,5,35273,1,500000.00,3,2,catamaran,,,,
127,Hudson Marine,HH48,2017,48.9,24.75,2.25,23000,250000.00,3,1,mono,,,,
128,Hunter,26,1998,25.75,9,6,4600,149,900.00,2,2,mono,B&R,Yanmar,diesel,
129,Hunter,41 DS,2008,40.32,13.25,6.5,19400,169,500.00,2,2,mono,B&R,Yanmar,diesel,
130,Hunter,466,2003,46,14,6.5,26180,129000.00,2,2,mono,B&R,Yanmar,diesel,
131,Hunter,41 AC,2005,40.32,13.25,6.5,19400,17000.00,2,1,mono,B&R,Yanmar,diesel,18HP
132,Hunter,31,1986,31.33,10.92,5.3,9700,99500.00,1,1,mono,masthead sloop,Yanmar,diesel,
133,Hunter,36,2004,35.92,11.08,4.92,13500,80000.00,2,1,mono,B&R,Yanmar,diesel,
134,Hunter,356,2002,34.5,12,6.42,13900,44900.00,2,1,mono,B&R,Yanmar,diesel,
135,Hunter,320,2001,31.58,10.83,5.83,8550,23000.00,1,1,mono,B&R,Yanmar,diesel,
136,Hunter,310,1997,30.83,10.83,5.5,8550,96900.00,3,2,mono,B&R,Yanmar,diesel,50HP
137,Hunter,40.5 Legend,1993,40.17,12.42,4.92,20000,130000.00,2,2,mono,B&R,Yanmar,diesel,76HP
138,Hunter,460,2000,46.08,14,6.5,26180,30000.00,1,1,mono,masthead sloop,Yanmar,diesel,20HP
139,Hunter,29.5,1996,29.5,10.5,4,7500,24000.00,1,1,mono,fractional sloop,Yamaha,gasoline,50HP
140,Hylas,48,2019,48,14.5,6.5,36360,729000.00,3,2,mono,,,,,12/18/20,
141,Island Packet,440,2006,44,14,5,32000.,356000.00,2,2,mono,Cutter,,,
142,Island Packet,SP Cruiser,2007,41,12,3.6,21000,350000.00,2,1,mono,,,,
143,Island Packet,520,2017,52,15.3,5.25,42500,659000.00,2,2,mono,,,,
